business_id,poiName
45771,武隆天生三桥
112663,武隆喀斯特旅游区
109940,长江索道
10377,重庆动物园
14103,重庆两江游
50223,洪崖洞民俗风貌区
10340,仙女山国家森林公园
43819,重庆湖广会馆
4298,白帝城·瞿塘峡景区
